class,row,n_neighbors,max_abs_delta,mean_delta,any_flip,any_suspicious,any_protective
1,220036,2,0.005736154038459063,-0.0036248730029910803,False,False,True
1,221247,1,0.15735556930303574,-0.15735556930303574,False,False,True
1,222576,1,0.4422871619462967,-0.4422871619462967,False,False,True
1,224114,1,0.7249528467655182,-0.7249528467655182,True,False,True
1,226299,2,0.12491488456726074,-0.05199830234050751,False,True,True
1,231181,1,0.0010007619857788086,0.0010007619857788086,False,True,False
1,232266,1,0.013232588768005371,0.013232588768005371,False,True,False
1,232456,1,0.028359465301036835,-0.028359465301036835,False,False,True
1,236057,1,0.03924103081226349,0.03924103081226349,False,True,False
1,237552,1,0.030296385288238525,0.030296385288238525,False,True,False
1,242903,1,0.06647270917892456,0.06647270917892456,True,True,False
1,243983,2,0.002371101640164852,-0.002227312419563532,False,False,True
1,245307,1,0.016732394695281982,0.016732394695281982,False,True,False
1,246310,2,0.06756001710891724,-0.04264536499977112,False,False,True
1,246550,6,0.24772365391254425,0.031217652062575024,False,True,True
1,246734,1,0.13104960322380066,0.13104960322380066,False,True,False
1,247326,2,0.07309472560882568,-0.03565987944602966,False,True,True
1,247713,1,0.0602908730506897,0.0602908730506897,False,True,False
1,248227,2,0.1392427682876587,0.02809491753578186,False,True,True
1,249270,1,0.002671480178833008,0.002671480178833008,False,True,False
1,249639,1,0.035592734813690186,0.035592734813690186,False,True,False
1,250362,1,0.28218699246644974,-0.28218699246644974,False,False,True
1,268638,2,0.006362974643707275,-0.005655050277709961,False,False,True
1,271678,3,0.03441810607910156,-0.023421376943588257,False,False,True
1,271915,2,0.0011210618540644646,-0.0005447445437312126,False,True,True
1,275156,3,0.006781458854675293,-0.005813757578531901,False,False,True
1,280420,5,0.01202702522277832,-0.00935274362564087,False,False,True
1,286592,15,0.03257250785827637,-0.0003859440485636393,False,True,True
1,291073,1,0.05588996410369873,-0.05588996410369873,False,False,True
1,291091,4,0.005433142185211182,-0.0036051124334335327,False,False,True
