class,row,n_neighbors,max_abs_delta,mean_delta,any_flip,any_risk_increasing,any_protective
1,221247,1,0.10106832534074783,-0.10106832534074783,False,False,True
1,222576,1,0.35879961401224136,-0.35879961401224136,False,False,True
1,224114,1,0.0005353689193725586,-0.0005353689193725586,False,False,True
1,226299,2,0.3638737052679062,-0.13525604456663132,False,True,True
1,231181,1,0.00643998384475708,-0.00643998384475708,False,False,True
1,232266,1,0.008476614952087402,0.008476614952087402,False,True,False
1,232456,1,0.02680923044681549,-0.02680923044681549,False,False,True
1,236057,1,0.35519344359636307,0.35519344359636307,False,True,False
1,237552,1,0.0866321325302124,0.0866321325302124,True,True,False
1,242903,1,0.012887299060821533,0.012887299060821533,False,True,False
1,243983,2,0.169188991189003,-0.0769331157207489,False,True,True
1,245307,1,0.006321370601654053,0.006321370601654053,False,True,False
1,246310,2,0.08390249311923981,-0.06139945983886719,False,False,True
1,246550,6,0.11477190256118774,0.03558449943860372,False,True,False
1,246734,1,0.5296874046325684,0.5296874046325684,False,True,False
1,247326,2,0.16585534811019897,0.03988790512084961,False,True,True
1,247713,1,0.14584356546401978,-0.14584356546401978,False,False,True
1,248227,2,0.41631802916526794,0.16181831061840057,False,True,True
1,249270,1,0.030909597873687744,-0.030909597873687744,False,False,True
1,249639,1,0.059348106384277344,-0.059348106384277344,False,False,True
1,250362,1,0.11827889084815979,-0.11827889084815979,False,False,True
1,268638,2,0.03259468078613281,-0.018367022275924683,False,False,True
1,271678,3,0.023297011852264404,-0.011615236600240072,True,True,True
1,271915,2,0.11882692575454712,-0.06479357928037643,False,False,True
1,275156,3,0.004923462867736816,0.0017383495966593425,False,True,True
1,280420,5,0.0025762319564819336,-0.00025571584701538085,False,True,True
1,286592,15,0.04167252779006958,-0.003992211818695068,False,True,True
1,291073,1,0.08481025695800781,-0.08481025695800781,False,False,True
1,291091,4,0.0027366280555725098,-0.0006495118141174316,False,True,True
